t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
2357809,893,1,1,0,0.766291,154.375,191.766,56.125,84.4062,-1,1,1,1,0
2365186,892,1,1,0,0.780663,153.332,190.906,56.0234,84.75,-2,0,1,1,0
2370951,890,1,1,0,0.660173,151.086,190.109,52.8594,83.2812,-2,0,1,1,0
2378628,893,1,1,0,0.75274,149.586,188.797,54.9531,87.4062,-3,0,1,1,0
2385549,892,1,1,0,0.610454,150.055,188.656,52.6094,84.3125,-2,0,1,1,0
2391839,893,1,1,0,0.70416,149.867,189.359,54.5156,84.4062,-3,0,1,1,0
2399370,894,1,1,0,0.750553,149.977,189.414,54.0781,85.0469,-2,0,1,1,0
2406350,892,1,1,0,0.761359,151.352,189.68,54.5469,86.6094,-3,0,1,1,0
2413898,893,1,1,0,0.668447,149.691,189.203,53.7422,85.8438,-2,0,1,1,0
2420387,892,1,1,0,0.462958,148.273,189.312,52.0781,84.3125,-3,0,1,1,0
2427649,891,1,1,1,0.265499,154.012,155.072,14.8828,17.0977,-2,0,1,1,0
2434475,1158,1,1,1,0.402157,153.955,155.09,14.8008,17.4922,-1,1,1,1,0
2441408,1157,1,1,1,0.487307,154.096,155.209,14.9336,18.3945,-1,1,1,1,0
2448090,1157,1,1,1,0.560253,153.215,155.346,13.6328,16.9648,-1,0,1,1,0
2455474,1169,1,1,1,0.617858,152.527,154.732,14.1328,16.8789,-2,1,1,1,0
2462571,1160,1,1,1,0.661923,151.479,154.242,14.3848,18.0469,-2,0,1,1,0
2468829,1157,1,1,1,0.397471,150.566,153.594,13.8672,15.875,-2,0,1,1,0
2476158,1168,1,1,1,0.483404,149.984,153.207,15.2188,17.3203,-3,1,1,1,0
2482909,1157,1,1,1,0.401218,149.787,152.959,15.5273,17.3633,-2,0,1,1,0
2489592,1158,1,1,1,0.703346,148.484,153.062,14.6172,17.75,-3,0,1,1,0
2496897,1156,1,1,1,0.741675,148.5,152.451,14.3516,17.5117,-3,0,1,1,0
2503369,1163,1,1,1,0.652241,148.346,151.953,14.7383,17.3125,-4,0,1,1,0
2510442,1158,1,1,1,0.687631,148.375,151.75,14.8594,17.0781,-3,0,1,1,0
2517266,1158,1,1,1,0.757075,148.504,151.527,14.8359,17.6172,-3,0,1,1,0
2524111,1164,1,1,1,0.768383,149.129,150.992,14.6953,17.9062,-3,0,1,1,0
2531550,1157,1,1,1,0.737159,149.266,150.795,14.5469,17.8398,-3,0,1,1,0
2538613,1158,1,1,1,0.746879,149.508,150.904,14.3125,17.7773,-3,0,1,1,0
2545392,1155,1,1,1,0.717012,149.727,150.951,14.6562,18.3711,-3,0,1,1,0
2552195,1166,1,1,1,0.584153,149.684,150.557,14.7109,18.082,-3,0,1,1,0
2558871,1156,1,1,1,0.496094,149.971,150.648,14.543,18.4219,-2,0,1,1,0
2566227,1163,1,1,1,0.595493,150.25,150.928,14.2969,18.8555,-3,0,1,1,0
2573114,1158,1,1,1,0.244725,152.189,150.463,13.4414,16.7617,-2,0,1,1,0
2580508,1157,1,1,1,0.549641,150.582,149.816,14.3672,17.2578,-2,0,1,1,0
2587066,1157,1,1,1,0.627039,150.613,149.432,14.1328,17.7539,-2,0,1,1,0
2594225,1158,1,1,1,0.68595,150.562,149.559,14.8125,17.4141,-3,0,1,1,0
2601317,1156,1,1,1,0.757793,150.168,149.504,14.6641,17.6016,-2,0,1,1,0
2608081,1155,1,1,1,0.479504,150.072,149.271,14.3633,18.1367,-3,0,1,1,0
2614720,1156,1,1,1,0.622459,150.09,148.914,15.5078,19.1406,-2,-1,1,1,0
2622383,1156,1,1,1,0.347759,149.885,148.625,14.8945,18.125,-3,0,1,1,0
2628334,1159,1,1,1,0.376164,150.344,148.562,15.5469,19.4688,-3,0,1,1,0
2635518,1159,1,1,1,0.526343,150.471,149.996,14.5352,17.5078,-2,0,1,1,0
2642352,1165,1,1,1,0.653127,150.65,149.875,14.7148,19.1875,-2,0,1,1,0
2649483,1158,1,1,1,0.539954,151.279,149.809,14.4727,18.2109,-3,0,1,1,0
2656170,1157,1,1,1,0.629776,151.449,149.82,14.1172,17,-2,0,1,1,0
2663841,1157,1,1,1,0.578448,151.489,149.971,14.084,17.8164,-2,0,1,1,0
2670125,1158,1,1,1,0.619701,151.926,150.623,13.5078,17.6055,-2,0,1,1,0
2677251,1167,1,1,1,0.554471,152.219,150.898,13.7656,17.8438,-2,0,1,1,0
2684535,1156,1,1,1,0.52829,152.352,150.844,13.9219,17.5312,-2,0,1,1,0
2690967,1167,1,1,1,0.699254,152.338,150.727,13.8008,17.8594,-1,0,1,1,0
2698306,1155,1,1,1,0.680029,152.242,150.73,13.1719,16.7734,-2,0,1,1,0
2705712,1166,1,1,1,0.615088,152.396,150.414,13.793,16.3906,-2,0,1,1,0
2712380,1158,1,1,1,0.51562,151.068,150.746,13.918,17.1328,-2,0,1,1,0
2718941,1167,1,1,1,0.391406,151.035,150.762,14.1172,16.3359,-2,0,1,1,0
2725821,1158,1,1,1,0.354881,150.838,151.031,14.4883,16.375,-2,0,1,1,0
2732858,1169,1,1,1,0.524395,150.982,151.098,15.0664,16.5703,-2,0,1,1,0
2740016,1157,1,1,1,0.236166,150.006,151.32,15.293,17.0469,-3,0,1,1,0
2747265,1157,1,1,1,0.538983,150.164,152.08,15.375,16.6836,-2,0,1,1,0
2754073,1157,1,1,1,0.549641,149.982,152.293,15.1836,16.1953,-3,0,1,1,0
2760683,1156,1,1,1,0.67147,150.215,152.783,14.1797,16.1211,-2,0,1,1,0
2767947,1159,1,1,1,0.435421,148.295,153.65,14.7383,17.0273,-4,0,1,1,0
2774597,1164,1,1,1,0.566978,148.504,153.766,14.3359,16.1875,-3,0,1,1,0
2781655,1158,1,1,1,0.629776,148.502,153.936,14.1445,16.1602,-3,0,1,1,0
2788549,1156,1,1,1,0.678327,149.416,153.781,13.8867,16,-3,1,1,1,0
2795677,1157,1,1,1,0.488283,149.438,154.312,13.9219,17.0781,-3,0,1,1,0
2802382,1157,1,1,1,0.469277,149.346,154.562,13.8555,17.4062,-3,0,1,1,0
2809407,1167,1,1,1,0.507812,149.551,153.797,13.8672,16.4062,-2,1,1,1,0
2816929,1156,1,1,1,0.602997,149.432,153.641,14.1367,15.4375,-3,0,1,1,0
2823350,1157,1,1,1,0.616936,149.623,153.895,13.8789,15.5859,-3,0,1,1,0
2830062,1156,1,1,1,0.568895,148.883,153.539,14.2656,17.125,-3,0,1,1,0
2837425,1156,1,1,1,0.620622,148.797,153.742,14.4219,17.2656,-3,0,1,1,0
2843774,1156,1,1,1,0.68595,151.047,153.021,13.5938,15.8242,-3,0,1,1,0
2850988,1157,1,1,1,0.752012,148.664,153.484,14.0234,17.7188,-3,1,1,1,0
2857989,1156,1,1,1,0.731825,148.678,153.465,14.3711,18.0391,-3,0,1,1,0
2865217,1155,1,1,1,0.764186,148.461,153.133,14.4609,16.6094,-3,0,1,1,0
2871894,1162,1,1,1,0.732591,150.322,151.803,13.793,17.0273,-2,0,1,1,0
2878662,1155,1,1,1,0.756356,148.375,151.201,14.1719,16.3242,-4,0,1,1,0
2886238,1162,1,1,1,0.788583,148.375,151.242,14.3672,16.9219,-3,0,1,1,0
2892639,1157,1,1,1,0.645119,147.881,151.848,14.4648,18.0859,-3,0,1,1,0
2900005,1156,1,1,1,0.719384,147.949,151.752,14.0703,17.9805,-3,0,1,1,0
2907116,1158,1,1,1,0.677474,147.275,151.588,14.9883,18.043,-4,0,1,1,0
2913602,1158,1,1,1,0.791176,146.539,151.875,14.5,18.4688,-4,0,1,1,0
2920621,1158,1,1,1,0.678327,146.5,151.928,13.1094,17.043,-4,0,1,1,0
2928084,1160,1,1,1,0.238287,146.484,152.09,14.8125,18.1016,-4,0,1,1,0
2934977,1158,1,1,1,0.789233,147.396,151.623,14.3086,17.6836,-4,0,1,1,0
2941310,1157,1,1,1,0.768383,147.906,151.297,14.25,17.9688,-3,0,1,1,0
2948330,1157,1,1,1,0.721743,148.125,151.109,13.7188,17.25,-4,0,1,1,0
2955258,1158,1,1,1,0.785308,148.498,151.738,14.4102,18.3516,-3,0,1,1,0
2962372,1156,1,1,1,0.627952,148.471,151.762,14.8711,18.3359,-4,0,1,1,0
2969085,1158,1,1,1,0.669744,149.238,151.652,14.8359,18.0234,-3,0,1,1,0
2977307,1167,1,1,1,0.740176,149.295,151.744,14.6914,17.7305,-3,0,1,1,0
2983438,1157,1,1,1,0.721743,150.135,151.75,14.0742,17.5625,-2,0,1,1,0
2989879,1165,1,1,1,0.646906,150.215,151.795,13.3984,16.9023,-3,0,1,1,0
2997349,1157,1,1,1,0.508788,150.689,152.047,13.3398,16.75,-2,0,1,1,0
3004376,1159,1,1,1,0.532182,150.867,152.512,14.0469,16.9766,-3,0,1,1,0
3011191,1160,1,1,1,0.562177,150.943,152.672,14.2773,16.5,-2,0,1,1,0
3018045,1157,1,1,1,0.606731,150.869,152.273,13.6445,15.625,-2,0,1,1,0
3025051,1160,1,1,1,0.687631,151.172,152.557,15.0781,16.9102,-3,0,1,1,0
