t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
11218724,889,1,0,-1,0,0,0,0,0,0,0,0,0,0
11224557,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11231825,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11237096,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11245200,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11252843,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11261982,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11267689,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11272892,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11278656,894,1,0,-1,0,0,0,0,0,0,0,0,0,0
11285834,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11294011,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11302377,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11311496,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11316736,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11322608,890,1,0,-1,0,0,0,0,0,0,0,0,0,0
11330646,890,1,0,-1,0,0,0,0,0,0,0,0,0,0
11339359,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11347737,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11355544,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11364243,898,1,0,-1,0,0,0,0,0,0,0,0,0,0
11371982,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11380165,894,1,0,-1,0,0,0,0,0,0,0,0,0,0
11388451,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11396399,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11404241,898,1,0,-1,0,0,0,0,0,0,0,0,0,0
11412512,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11420568,894,1,0,-1,0,0,0,0,0,0,0,0,0,0
11428817,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11436992,894,1,0,-1,0,0,0,0,0,0,0,0,0,0
11445058,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11452879,897,1,0,-1,0,0,0,0,0,0,0,0,0,0
11460470,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11469307,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11477586,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11483453,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11490491,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11498658,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11506576,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11514192,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11522790,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11534599,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11540117,894,1,0,-1,0,0,0,0,0,0,0,0,0,0
11547457,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11555878,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11564034,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11572208,896,1,0,-1,0,0,0,0,0,0,0,0,0,0
11580403,892,1,0,-1,0,0,0,0,0,0,0,0,0,0
11589821,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11597262,890,1,0,-1,0,0,0,0,0,0,0,0,0,0
11605386,889,1,0,-1,0,0,0,0,0,0,0,0,0,0
11611251,891,1,0,-1,0,0,0,0,0,0,0,0,0,0
11618372,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11627124,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11632262,900,1,0,-1,0,0,0,0,0,0,0,0,0,0
11639135,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11647464,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
11656397,893,1,0,-1,0,0,0,0,0,0,0,0,0,0
