t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
318725,3280,0,1,0,0.680454,133.594,262.062,26.3438,71.75,-2,2,0.5,0.5,0
322949,3275,0,1,0,0.449392,134.422,264.531,25.0312,64.75,-3,1,0.5,0.5,0
328664,3277,0,1,0,0.600657,134.701,264.922,24.9961,62.7188,-2,1,0.5,0.5,0
332642,3278,0,1,0,0.44071,135.852,264.391,25.0156,68.5938,-2,1,0.5,0.5,0
338828,3275,0,1,0,0.341143,136.186,265.641,24.2539,65.9688,-1,1,0.5,0.5,0
342811,3275,0,1,0,0.585101,136.508,265.406,24.6406,61.8125,-2,1,0.5,0.5,0
346789,3272,0,1,0,0.454714,143.045,272.453,20.5195,61.4688,-2,1,0.5,0.5,0
352196,3275,0,1,0,0.697608,150.145,281.984,21.1328,59.5938,0,1,0.5,0.5,0
356466,3275,0,1,0,0.59972,157.855,286.125,25.6016,59.75,0,2,0.5,0.5,0
360945,3273,0,1,0,0.607663,165.789,289.516,24.8281,57.5938,0,1,0.5,0.5,0
366450,3275,0,1,0,0.438785,177.969,292.812,27.375,54.0625,1,1,0.5,0.5,0
370004,3270,0,1,0,0.409693,190.723,299.359,24.3203,40.5938,2,1,0.5,0.5,0
374058,3258,0,0,-1,0,0,0,0,0,0,0,0,0,0
377893,3260,0,0,-1,0,0,0,0,0,0,0,0,0,0
382803,3258,0,0,-1,0,0,0,0,0,0,0,0,0,0
386819,3262,0,0,-1,0,0,0,0,0,0,0,0,0,0
390958,3257,0,0,-1,0,0,0,0,0,0,0,0,0,0
396753,3254,0,0,-1,0,0,0,0,0,0,0,0,0,0
401413,3255,0,0,-1,0,0,0,0,0,0,0,0,0,0
406662,3257,0,0,-1,0,0,0,0,0,0,0,0,0,0
410660,3257,0,0,-1,0,0,0,0,0,0,0,0,0,0
414919,3268,0,0,-1,0,0,0,0,0,0,0,0,0,0
418998,3269,0,1,0,0.422505,195.668,302.449,25.5703,35.0859,2,1,0.5,0.5,0
422992,3274,0,1,0,0.250546,193.418,303.633,25.2891,32.4219,2,1,0.5,0.5,0
426884,3279,0,1,0,0.461987,190.043,299.469,26.6641,41,2,1,0.5,0.5,0
432613,3277,0,1,0,0.372048,187.969,299.801,25.9688,40.6016,1,1,0.5,0.5,0
436620,3276,0,1,0,0.517083,186.051,294.109,28.5859,49.6562,1,1,0.5,0.5,0
440010,3272,0,1,0,0.658857,185.875,294.133,28.6875,50.7031,1,1,0.5,0.5,0
446038,3270,0,1,0,0.679178,181,294.773,30.4375,50.5781,1,1,0.5,0.5,0
450142,3280,0,1,0,0.62932,180.031,286.5,35.1562,66.9375,1,2,0.5,0.5,0
456309,3274,0,1,0,0.495117,179.176,289.625,35.5078,57.125,1,1,0.5,0.5,0
460862,3278,0,1,0,0.503418,179.043,289.891,39.3359,60.2188,1,1,0.5,0.5,0
466737,3276,0,1,0,0.755275,177.453,288.273,37.7812,59.2344,1,1,0.5,0.5,0
472696,3278,0,1,0,0.518059,176.652,281.5,34.1172,58.375,1,1,0.5,0.5,0
476737,3277,0,1,0,0.624752,172.172,278.211,37.5312,57.7969,0,1,0.5,0.5,0
482629,3276,0,1,0,0.641983,171.738,273.312,49.3984,79.0625,1,1,0.5,0.5,0
486920,3277,0,1,0,0.608129,169.449,270.734,50.8516,72.2812,0,1,0.5,0.5,0
491019,3276,0,1,0,0.382142,165.824,268.867,42.3516,59.9844,1,2,0.5,0.5,0
496544,3279,0,1,0,0.333938,163.953,262.914,45.1562,73.2031,0,1,0.5,0.5,0
500205,3275,0,1,0,0.25349,169.641,259.969,16.6719,58.375,0,1,0.5,0.5,0
504208,3259,0,0,-1,0,0,0,0,0,0,0,0,0,0
510517,3262,0,0,-1,0,0,0,0,0,0,0,0,0,0
516466,3279,0,1,0,0.266453,146.594,256.703,47.5625,70.0938,0,1,0.5,0.5,0
